,ave_q,ave_x,ave_t,ave_p,counts
12603,3.75,0.175,0.8,63.0,0
12604,3.75,0.175,0.8,81.0,0
12605,3.75,0.175,0.8,99.0,0
12606,3.75,0.175,0.8,117.0,0
12607,3.75,0.175,0.8,135.0,0
12608,3.75,0.175,0.8,153.0,0
12609,3.75,0.175,0.8,171.0,0
12610,3.75,0.175,0.8,189.0,0
12611,3.75,0.175,0.8,207.0,0
12612,3.75,0.175,0.8,225.0,0
12613,3.75,0.175,0.8,243.0,0
12614,3.75,0.175,0.8,261.0,0
12615,3.75,0.175,0.8,279.0,0
12616,3.75,0.175,0.8,297.0,0
12617,3.75,0.175,0.8,315.0,0
12618,3.75,0.175,0.8,333.0,0
12619,3.75,0.175,0.8,351.0,0
12620,3.75,0.175,1.25,9.0,0
12621,3.75,0.175,1.25,27.0,0
12622,3.75,0.175,1.25,45.0,0
12623,3.75,0.175,1.25,63.0,0
12624,3.75,0.175,1.25,81.0,0
12625,3.75,0.175,1.25,99.0,0
12626,3.75,0.175,1.25,117.0,0
12627,3.75,0.175,1.25,135.0,0
12628,3.75,0.175,1.25,153.0,0
12629,3.75,0.175,1.25,171.0,0
12630,3.75,0.175,1.25,189.0,0
12631,3.75,0.175,1.25,207.0,0
12632,3.75,0.175,1.25,225.0,0
12633,3.75,0.175,1.25,243.0,0
12634,3.75,0.175,1.25,261.0,0
12635,3.75,0.175,1.25,279.0,0
12636,3.75,0.175,1.25,297.0,0
12637,3.75,0.175,1.25,315.0,0
12638,3.75,0.175,1.25,333.0,0
12639,3.75,0.175,1.25,351.0,0
12640,3.75,0.175,1.75,9.0,0
12641,3.75,0.175,1.75,27.0,0
12642,3.75,0.175,1.75,45.0,0
12643,3.75,0.175,1.75,63.0,0
12644,3.75,0.175,1.75,81.0,0
12645,3.75,0.175,1.75,99.0,0
12646,3.75,0.175,1.75,117.0,0
12647,3.75,0.175,1.75,135.0,0
12648,3.75,0.175,1.75,153.0,0
12649,3.75,0.175,1.75,171.0,0
12650,3.75,0.175,1.75,189.0,0
12651,3.75,0.175,1.75,207.0,0
12652,3.75,0.175,1.75,225.0,0
12653,3.75,0.175,1.75,243.0,0
12654,3.75,0.175,1.75,261.0,0
12655,3.75,0.175,1.75,279.0,0
12656,3.75,0.175,1.75,297.0,0
12657,3.75,0.175,1.75,315.0,0
12658,3.75,0.175,1.75,333.0,0
12659,3.75,0.175,1.75,351.0,0
12660,3.75,0.175,2.5,9.0,0
12661,3.75,0.175,2.5,27.0,0
12662,3.75,0.175,2.5,45.0,0
12663,3.75,0.175,2.5,63.0,0
12664,3.75,0.175,2.5,81.0,0
12665,3.75,0.175,2.5,99.0,0
12666,3.75,0.175,2.5,117.0,0
12667,3.75,0.175,2.5,135.0,0
12668,3.75,0.175,2.5,153.0,0
12669,3.75,0.175,2.5,171.0,0
12670,3.75,0.175,2.5,189.0,0
12671,3.75,0.175,2.5,207.0,0
12672,3.75,0.175,2.5,225.0,0
12673,3.75,0.175,2.5,243.0,0
12674,3.75,0.175,2.5,261.0,0
12675,3.75,0.175,2.5,279.0,0
12676,3.75,0.175,2.5,297.0,0
12677,3.75,0.175,2.5,315.0,0
12678,3.75,0.175,2.5,333.0,0
12679,3.75,0.175,2.5,351.0,0
12680,3.75,0.175,4.0,9.0,0
12681,3.75,0.175,4.0,27.0,0
12682,3.75,0.175,4.0,45.0,0
12683,3.75,0.175,4.0,63.0,0
12684,3.75,0.175,4.0,81.0,0
12685,3.75,0.175,4.0,99.0,0
12686,3.75,0.175,4.0,117.0,0
12687,3.75,0.175,4.0,135.0,0
12688,3.75,0.175,4.0,153.0,0
12689,3.75,0.175,4.0,171.0,0
12690,3.75,0.175,4.0,189.0,0
12691,3.75,0.175,4.0,207.0,0
12692,3.75,0.175,4.0,225.0,0
12693,3.75,0.175,4.0,243.0,0
12694,3.75,0.175,4.0,261.0,0
12695,3.75,0.175,4.0,279.0,0
12696,3.75,0.175,4.0,297.0,0
12697,3.75,0.175,4.0,315.0,0
12698,3.75,0.175,4.0,333.0,0
12699,3.75,0.175,4.0,351.0,0
12700,3.75,0.175,7.5,9.0,0
12701,3.75,0.175,7.5,27.0,0
12702,3.75,0.175,7.5,45.0,0
12703,3.75,0.175,7.5,63.0,0
12704,3.75,0.175,7.5,81.0,0
12705,3.75,0.175,7.5,99.0,0
12706,3.75,0.175,7.5,117.0,0
12707,3.75,0.175,7.5,135.0,0
12708,3.75,0.175,7.5,153.0,0
12709,3.75,0.175,7.5,171.0,0
12710,3.75,0.175,7.5,189.0,0
12711,3.75,0.175,7.5,207.0,0
12712,3.75,0.175,7.5,225.0,0
12713,3.75,0.175,7.5,243.0,0
12714,3.75,0.175,7.5,261.0,0
12715,3.75,0.175,7.5,279.0,0
12716,3.75,0.175,7.5,297.0,0
12717,3.75,0.175,7.5,315.0,0
12718,3.75,0.175,7.5,333.0,0
12719,3.75,0.175,7.5,351.0,0
12720,3.75,0.225,0.045,9.0,0
12721,3.75,0.225,0.045,27.0,0
12722,3.75,0.225,0.045,45.0,0
12723,3.75,0.225,0.045,63.0,0
12724,3.75,0.225,0.045,81.0,0
12725,3.75,0.225,0.045,99.0,0
12726,3.75,0.225,0.045,117.0,0
12727,3.75,0.225,0.045,135.0,0
12728,3.75,0.225,0.045,153.0,0
12729,3.75,0.225,0.045,171.0,0
12730,3.75,0.225,0.045,189.0,0
12731,3.75,0.225,0.045,207.0,0
12732,3.75,0.225,0.045,225.0,0
12733,3.75,0.225,0.045,243.0,0
12734,3.75,0.225,0.045,261.0,0
12735,3.75,0.225,0.045,279.0,0
12736,3.75,0.225,0.045,297.0,0
12737,3.75,0.225,0.045,315.0,0
12738,3.75,0.225,0.045,333.0,0
12739,3.75,0.225,0.045,351.0,0
12740,3.75,0.225,0.12,9.0,0
12741,3.75,0.225,0.12,27.0,0
12742,3.75,0.225,0.12,45.0,0
12743,3.75,0.225,0.12,63.0,0
12744,3.75,0.225,0.12,81.0,0
12745,3.75,0.225,0.12,99.0,0
12746,3.75,0.225,0.12,117.0,0
12747,3.75,0.225,0.12,135.0,0
12748,3.75,0.225,0.12,153.0,1
12749,3.75,0.225,0.12,171.0,0
12750,3.75,0.225,0.12,189.0,0
12751,3.75,0.225,0.12,207.0,0
12752,3.75,0.225,0.12,225.0,0
12753,3.75,0.225,0.12,243.0,0
12754,3.75,0.225,0.12,261.0,0
12755,3.75,0.225,0.12,279.0,0
12756,3.75,0.225,0.12,297.0,0
12757,3.75,0.225,0.12,315.0,0
12758,3.75,0.225,0.12,333.0,0
12759,3.75,0.225,0.12,351.0,0
12760,3.75,0.225,0.175,9.0,0
12761,3.75,0.225,0.175,27.0,0
12762,3.75,0.225,0.175,45.0,0
12763,3.75,0.225,0.175,63.0,0
12764,3.75,0.225,0.175,81.0,0
12765,3.75,0.225,0.175,99.0,0
12766,3.75,0.225,0.175,117.0,0
12767,3.75,0.225,0.175,135.0,0
12768,3.75,0.225,0.175,153.0,1
12769,3.75,0.225,0.175,171.0,0
12770,3.75,0.225,0.175,189.0,1
12771,3.75,0.225,0.175,207.0,0
12772,3.75,0.225,0.175,225.0,1
12773,3.75,0.225,0.175,243.0,0
12774,3.75,0.225,0.175,261.0,0
12775,3.75,0.225,0.175,279.0,0
12776,3.75,0.225,0.175,297.0,0
12777,3.75,0.225,0.175,315.0,0
12778,3.75,0.225,0.175,333.0,0
12779,3.75,0.225,0.175,351.0,0
12780,3.75,0.225,0.25,9.0,0
12781,3.75,0.225,0.25,27.0,0
12782,3.75,0.225,0.25,45.0,0
12783,3.75,0.225,0.25,63.0,0
12784,3.75,0.225,0.25,81.0,0
12785,3.75,0.225,0.25,99.0,1
12786,3.75,0.225,0.25,117.0,0
12787,3.75,0.225,0.25,135.0,2
12788,3.75,0.225,0.25,153.0,1
12789,3.75,0.225,0.25,171.0,4
12790,3.75,0.225,0.25,189.0,1
12791,3.75,0.225,0.25,207.0,0
12792,3.75,0.225,0.25,225.0,1
12793,3.75,0.225,0.25,243.0,0
12794,3.75,0.225,0.25,261.0,0
12795,3.75,0.225,0.25,279.0,0
12796,3.75,0.225,0.25,297.0,0
12797,3.75,0.225,0.25,315.0,0
12798,3.75,0.225,0.25,333.0,0
12799,3.75,0.225,0.25,351.0,0
12800,3.75,0.225,0.35,9.0,0
12801,3.75,0.225,0.35,27.0,0
12802,3.75,0.225,0.35,45.0,0
12803,3.75,0.225,0.35,63.0,0
12804,3.75,0.225,0.35,81.0,0
12805,3.75,0.225,0.35,99.0,0
12806,3.75,0.225,0.35,117.0,1
12807,3.75,0.225,0.35,135.0,0
12808,3.75,0.225,0.35,153.0,0
12809,3.75,0.225,0.35,171.0,2
12810,3.75,0.225,0.35,189.0,0
12811,3.75,0.225,0.35,207.0,0
12812,3.75,0.225,0.35,225.0,0
12813,3.75,0.225,0.35,243.0,0
12814,3.75,0.225,0.35,261.0,0
12815,3.75,0.225,0.35,279.0,0
12816,3.75,0.225,0.35,297.0,0
12817,3.75,0.225,0.35,315.0,0
12818,3.75,0.225,0.35,333.0,0
12819,3.75,0.225,0.35,351.0,0
12820,3.75,0.225,0.5,9.0,0
12821,3.75,0.225,0.5,27.0,0
12822,3.75,0.225,0.5,45.0,0
12823,3.75,0.225,0.5,63.0,0
12824,3.75,0.225,0.5,81.0,0
12825,3.75,0.225,0.5,99.0,0
12826,3.75,0.225,0.5,117.0,0
12827,3.75,0.225,0.5,135.0,0
12828,3.75,0.225,0.5,153.0,1
12829,3.75,0.225,0.5,171.0,0
12830,3.75,0.225,0.5,189.0,1
12831,3.75,0.225,0.5,207.0,0
12832,3.75,0.225,0.5,225.0,0
12833,3.75,0.225,0.5,243.0,0
12834,3.75,0.225,0.5,261.0,0
12835,3.75,0.225,0.5,279.0,0
12836,3.75,0.225,0.5,297.0,0
12837,3.75,0.225,0.5,315.0,0
12838,3.75,0.225,0.5,333.0,0
12839,3.75,0.225,0.5,351.0,0
12840,3.75,0.225,0.8,9.0,0
12841,3.75,0.225,0.8,27.0,0
12842,3.75,0.225,0.8,45.0,0
12843,3.75,0.225,0.8,63.0,0
12844,3.75,0.225,0.8,81.0,0
12845,3.75,0.225,0.8,99.0,0
12846,3.75,0.225,0.8,117.0,1
12847,3.75,0.225,0.8,135.0,3
12848,3.75,0.225,0.8,153.0,2
12849,3.75,0.225,0.8,171.0,1
12850,3.75,0.225,0.8,189.0,0
12851,3.75,0.225,0.8,207.0,2
12852,3.75,0.225,0.8,225.0,1
12853,3.75,0.225,0.8,243.0,1
12854,3.75,0.225,0.8,261.0,0
12855,3.75,0.225,0.8,279.0,0
12856,3.75,0.225,0.8,297.0,0
12857,3.75,0.225,0.8,315.0,0
12858,3.75,0.225,0.8,333.0,0
12859,3.75,0.225,0.8,351.0,0
12860,3.75,0.225,1.25,9.0,0
12861,3.75,0.225,1.25,27.0,0
12862,3.75,0.225,1.25,45.0,0
12863,3.75,0.225,1.25,63.0,0
12864,3.75,0.225,1.25,81.0,0
12865,3.75,0.225,1.25,99.0,0
12866,3.75,0.225,1.25,117.0,0
12867,3.75,0.225,1.25,135.0,2
12868,3.75,0.225,1.25,153.0,3
12869,3.75,0.225,1.25,171.0,0
12870,3.75,0.225,1.25,189.0,0
12871,3.75,0.225,1.25,207.0,1
12872,3.75,0.225,1.25,225.0,0
12873,3.75,0.225,1.25,243.0,0
12874,3.75,0.225,1.25,261.0,1
12875,3.75,0.225,1.25,279.0,0
12876,3.75,0.225,1.25,297.0,0
12877,3.75,0.225,1.25,315.0,0
12878,3.75,0.225,1.25,333.0,0
12879,3.75,0.225,1.25,351.0,0
12880,3.75,0.225,1.75,9.0,0
12881,3.75,0.225,1.75,27.0,0
12882,3.75,0.225,1.75,45.0,0
12883,3.75,0.225,1.75,63.0,0
12884,3.75,0.225,1.75,81.0,0
12885,3.75,0.225,1.75,99.0,0
12886,3.75,0.225,1.75,117.0,0
12887,3.75,0.225,1.75,135.0,1
12888,3.75,0.225,1.75,153.0,6
12889,3.75,0.225,1.75,171.0,4
12890,3.75,0.225,1.75,189.0,0
12891,3.75,0.225,1.75,207.0,1
12892,3.75,0.225,1.75,225.0,2
12893,3.75,0.225,1.75,243.0,3
12894,3.75,0.225,1.75,261.0,0
12895,3.75,0.225,1.75,279.0,0
12896,3.75,0.225,1.75,297.0,0
12897,3.75,0.225,1.75,315.0,0
12898,3.75,0.225,1.75,333.0,0
12899,3.75,0.225,1.75,351.0,0
12900,3.75,0.225,2.5,9.0,0
12901,3.75,0.225,2.5,27.0,0
12902,3.75,0.225,2.5,45.0,0
12903,3.75,0.225,2.5,63.0,0
12904,3.75,0.225,2.5,81.0,1
12905,3.75,0.225,2.5,99.0,2
12906,3.75,0.225,2.5,117.0,4
12907,3.75,0.225,2.5,135.0,5
12908,3.75,0.225,2.5,153.0,2
12909,3.75,0.225,2.5,171.0,6
12910,3.75,0.225,2.5,189.0,6
12911,3.75,0.225,2.5,207.0,3
12912,3.75,0.225,2.5,225.0,3
12913,3.75,0.225,2.5,243.0,5
12914,3.75,0.225,2.5,261.0,6
12915,3.75,0.225,2.5,279.0,2
12916,3.75,0.225,2.5,297.0,0
12917,3.75,0.225,2.5,315.0,0
12918,3.75,0.225,2.5,333.0,0
12919,3.75,0.225,2.5,351.0,0
12920,3.75,0.225,4.0,9.0,0
12921,3.75,0.225,4.0,27.0,0
12922,3.75,0.225,4.0,45.0,0
12923,3.75,0.225,4.0,63.0,2
12924,3.75,0.225,4.0,81.0,1
12925,3.75,0.225,4.0,99.0,1
12926,3.75,0.225,4.0,117.0,3
12927,3.75,0.225,4.0,135.0,0
12928,3.75,0.225,4.0,153.0,1
12929,3.75,0.225,4.0,171.0,1
12930,3.75,0.225,4.0,189.0,0
12931,3.75,0.225,4.0,207.0,0
12932,3.75,0.225,4.0,225.0,0
12933,3.75,0.225,4.0,243.0,1
12934,3.75,0.225,4.0,261.0,3
12935,3.75,0.225,4.0,279.0,1
12936,3.75,0.225,4.0,297.0,0
12937,3.75,0.225,4.0,315.0,0
12938,3.75,0.225,4.0,333.0,0
12939,3.75,0.225,4.0,351.0,0
12940,3.75,0.225,7.5,9.0,0
12941,3.75,0.225,7.5,27.0,0
12942,3.75,0.225,7.5,45.0,0
12943,3.75,0.225,7.5,63.0,0
12944,3.75,0.225,7.5,81.0,0
12945,3.75,0.225,7.5,99.0,1
12946,3.75,0.225,7.5,117.0,0
12947,3.75,0.225,7.5,135.0,0
12948,3.75,0.225,7.5,153.0,0
12949,3.75,0.225,7.5,171.0,0
12950,3.75,0.225,7.5,189.0,0
12951,3.75,0.225,7.5,207.0,0
12952,3.75,0.225,7.5,225.0,0
12953,3.75,0.225,7.5,243.0,0
12954,3.75,0.225,7.5,261.0,0
12955,3.75,0.225,7.5,279.0,0
12956,3.75,0.225,7.5,297.0,0
12957,3.75,0.225,7.5,315.0,0
12958,3.75,0.225,7.5,333.0,0
12959,3.75,0.225,7.5,351.0,0
12960,3.75,0.275,0.045,9.0,0
12961,3.75,0.275,0.045,27.0,0
12962,3.75,0.275,0.045,45.0,0
12963,3.75,0.275,0.045,63.0,0
12964,3.75,0.275,0.045,81.0,0
12965,3.75,0.275,0.045,99.0,0
12966,3.75,0.275,0.045,117.0,0
12967,3.75,0.275,0.045,135.0,0
12968,3.75,0.275,0.045,153.0,0
12969,3.75,0.275,0.045,171.0,0
12970,3.75,0.275,0.045,189.0,0
12971,3.75,0.275,0.045,207.0,0
12972,3.75,0.275,0.045,225.0,0
12973,3.75,0.275,0.045,243.0,0
12974,3.75,0.275,0.045,261.0,0
12975,3.75,0.275,0.045,279.0,0
12976,3.75,0.275,0.045,297.0,0
12977,3.75,0.275,0.045,315.0,0
12978,3.75,0.275,0.045,333.0,0
12979,3.75,0.275,0.045,351.0,0
12980,3.75,0.275,0.12,9.0,0
12981,3.75,0.275,0.12,27.0,0
12982,3.75,0.275,0.12,45.0,0
12983,3.75,0.275,0.12,63.0,0
12984,3.75,0.275,0.12,81.0,0
12985,3.75,0.275,0.12,99.0,0
12986,3.75,0.275,0.12,117.0,0
12987,3.75,0.275,0.12,135.0,0
12988,3.75,0.275,0.12,153.0,0
12989,3.75,0.275,0.12,171.0,0
12990,3.75,0.275,0.12,189.0,0
12991,3.75,0.275,0.12,207.0,0
12992,3.75,0.275,0.12,225.0,0
12993,3.75,0.275,0.12,243.0,0
12994,3.75,0.275,0.12,261.0,0
12995,3.75,0.275,0.12,279.0,0
12996,3.75,0.275,0.12,297.0,0
12997,3.75,0.275,0.12,315.0,0
12998,3.75,0.275,0.12,333.0,0
12999,3.75,0.275,0.12,351.0,0
13000,3.75,0.275,0.175,9.0,0
13001,3.75,0.275,0.175,27.0,0
13002,3.75,0.275,0.175,45.0,0
13003,3.75,0.275,0.175,63.0,1
13004,3.75,0.275,0.175,81.0,3
13005,3.75,0.275,0.175,99.0,3
13006,3.75,0.275,0.175,117.0,2
13007,3.75,0.275,0.175,135.0,3
13008,3.75,0.275,0.175,153.0,2
13009,3.75,0.275,0.175,171.0,1
13010,3.75,0.275,0.175,189.0,1
13011,3.75,0.275,0.175,207.0,1
13012,3.75,0.275,0.175,225.0,2
13013,3.75,0.275,0.175,243.0,0
13014,3.75,0.275,0.175,261.0,1
13015,3.75,0.275,0.175,279.0,0
13016,3.75,0.275,0.175,297.0,0
13017,3.75,0.275,0.175,315.0,0
13018,3.75,0.275,0.175,333.0,2
13019,3.75,0.275,0.175,351.0,0
13020,3.75,0.275,0.25,9.0,0
13021,3.75,0.275,0.25,27.0,0
13022,3.75,0.275,0.25,45.0,0
13023,3.75,0.275,0.25,63.0,0
13024,3.75,0.275,0.25,81.0,1
13025,3.75,0.275,0.25,99.0,4
13026,3.75,0.275,0.25,117.0,10
13027,3.75,0.275,0.25,135.0,10
13028,3.75,0.275,0.25,153.0,12
13029,3.75,0.275,0.25,171.0,17
13030,3.75,0.275,0.25,189.0,15
13031,3.75,0.275,0.25,207.0,11
13032,3.75,0.275,0.25,225.0,6
13033,3.75,0.275,0.25,243.0,3
13034,3.75,0.275,0.25,261.0,0
13035,3.75,0.275,0.25,279.0,0
13036,3.75,0.275,0.25,297.0,1
13037,3.75,0.275,0.25,315.0,0
13038,3.75,0.275,0.25,333.0,0
13039,3.75,0.275,0.25,351.0,0
13040,3.75,0.275,0.35,9.0,0
13041,3.75,0.275,0.35,27.0,0
13042,3.75,0.275,0.35,45.0,0
13043,3.75,0.275,0.35,63.0,0
13044,3.75,0.275,0.35,81.0,2
13045,3.75,0.275,0.35,99.0,4
13046,3.75,0.275,0.35,117.0,9
13047,3.75,0.275,0.35,135.0,16
13048,3.75,0.275,0.35,153.0,8
13049,3.75,0.275,0.35,171.0,11
13050,3.75,0.275,0.35,189.0,13
13051,3.75,0.275,0.35,207.0,5
13052,3.75,0.275,0.35,225.0,3
13053,3.75,0.275,0.35,243.0,3
13054,3.75,0.275,0.35,261.0,0
13055,3.75,0.275,0.35,279.0,0
13056,3.75,0.275,0.35,297.0,0
13057,3.75,0.275,0.35,315.0,0
13058,3.75,0.275,0.35,333.0,0
13059,3.75,0.275,0.35,351.0,0
13060,3.75,0.275,0.5,9.0,0
13061,3.75,0.275,0.5,27.0,0
13062,3.75,0.275,0.5,45.0,0
13063,3.75,0.275,0.5,63.0,0
13064,3.75,0.275,0.5,81.0,0
13065,3.75,0.275,0.5,99.0,0
13066,3.75,0.275,0.5,117.0,5
13067,3.75,0.275,0.5,135.0,14
13068,3.75,0.275,0.5,153.0,17
13069,3.75,0.275,0.5,171.0,12
13070,3.75,0.275,0.5,189.0,23
13071,3.75,0.275,0.5,207.0,13
13072,3.75,0.275,0.5,225.0,7
13073,3.75,0.275,0.5,243.0,5
13074,3.75,0.275,0.5,261.0,1
13075,3.75,0.275,0.5,279.0,0
13076,3.75,0.275,0.5,297.0,0
13077,3.75,0.275,0.5,315.0,0
13078,3.75,0.275,0.5,333.0,0
13079,3.75,0.275,0.5,351.0,0
13080,3.75,0.275,0.8,9.0,0
13081,3.75,0.275,0.8,27.0,0
13082,3.75,0.275,0.8,45.0,0
13083,3.75,0.275,0.8,63.0,0
13084,3.75,0.275,0.8,81.0,1
13085,3.75,0.275,0.8,99.0,0
13086,3.75,0.275,0.8,117.0,11
13087,3.75,0.275,0.8,135.0,32
13088,3.75,0.275,0.8,153.0,23
13089,3.75,0.275,0.8,171.0,18
13090,3.75,0.275,0.8,189.0,19
13091,3.75,0.275,0.8,207.0,25
13092,3.75,0.275,0.8,225.0,11
13093,3.75,0.275,0.8,243.0,6
13094,3.75,0.275,0.8,261.0,3
13095,3.75,0.275,0.8,279.0,0
13096,3.75,0.275,0.8,297.0,0
13097,3.75,0.275,0.8,315.0,0
13098,3.75,0.275,0.8,333.0,0
13099,3.75,0.275,0.8,351.0,0
13100,3.75,0.275,1.25,9.0,0
13101,3.75,0.275,1.25,27.0,0
13102,3.75,0.275,1.25,45.0,0
13103,3.75,0.275,1.25,63.0,0
13104,3.75,0.275,1.25,81.0,1
13105,3.75,0.275,1.25,99.0,2
13106,3.75,0.275,1.25,117.0,2
13107,3.75,0.275,1.25,135.0,20
13108,3.75,0.275,1.25,153.0,32
13109,3.75,0.275,1.25,171.0,21
13110,3.75,0.275,1.25,189.0,12
13111,3.75,0.275,1.25,207.0,14
13112,3.75,0.275,1.25,225.0,11
13113,3.75,0.275,1.25,243.0,7
13114,3.75,0.275,1.25,261.0,7
13115,3.75,0.275,1.25,279.0,1
13116,3.75,0.275,1.25,297.0,0
13117,3.75,0.275,1.25,315.0,0
13118,3.75,0.275,1.25,333.0,0
13119,3.75,0.275,1.25,351.0,0
13120,3.75,0.275,1.75,9.0,0
13121,3.75,0.275,1.75,27.0,0
13122,3.75,0.275,1.75,45.0,0
13123,3.75,0.275,1.75,63.0,0
13124,3.75,0.275,1.75,81.0,1
13125,3.75,0.275,1.75,99.0,4
13126,3.75,0.275,1.75,117.0,3
13127,3.75,0.275,1.75,135.0,7
13128,3.75,0.275,1.75,153.0,14
13129,3.75,0.275,1.75,171.0,16
13130,3.75,0.275,1.75,189.0,14
13131,3.75,0.275,1.75,207.0,4
13132,3.75,0.275,1.75,225.0,6
13133,3.75,0.275,1.75,243.0,12
13134,3.75,0.275,1.75,261.0,9
13135,3.75,0.275,1.75,279.0,1
13136,3.75,0.275,1.75,297.0,0
13137,3.75,0.275,1.75,315.0,0
13138,3.75,0.275,1.75,333.0,0
13139,3.75,0.275,1.75,351.0,0
13140,3.75,0.275,2.5,9.0,0
13141,3.75,0.275,2.5,27.0,0
13142,3.75,0.275,2.5,45.0,0
13143,3.75,0.275,2.5,63.0,1
13144,3.75,0.275,2.5,81.0,7
13145,3.75,0.275,2.5,99.0,9
13146,3.75,0.275,2.5,117.0,3
13147,3.75,0.275,2.5,135.0,8
13148,3.75,0.275,2.5,153.0,21
13149,3.75,0.275,2.5,171.0,8
13150,3.75,0.275,2.5,189.0,6
13151,3.75,0.275,2.5,207.0,5
13152,3.75,0.275,2.5,225.0,7
13153,3.75,0.275,2.5,243.0,15
13154,3.75,0.275,2.5,261.0,24
13155,3.75,0.275,2.5,279.0,11
13156,3.75,0.275,2.5,297.0,4
13157,3.75,0.275,2.5,315.0,3
13158,3.75,0.275,2.5,333.0,0
13159,3.75,0.275,2.5,351.0,0
13160,3.75,0.275,4.0,9.0,0
13161,3.75,0.275,4.0,27.0,0
13162,3.75,0.275,4.0,45.0,0
13163,3.75,0.275,4.0,63.0,2
13164,3.75,0.275,4.0,81.0,3
13165,3.75,0.275,4.0,99.0,2
13166,3.75,0.275,4.0,117.0,9
13167,3.75,0.275,4.0,135.0,3
13168,3.75,0.275,4.0,153.0,1
13169,3.75,0.275,4.0,171.0,3
13170,3.75,0.275,4.0,189.0,0
13171,3.75,0.275,4.0,207.0,3
13172,3.75,0.275,4.0,225.0,1
13173,3.75,0.275,4.0,243.0,3
13174,3.75,0.275,4.0,261.0,6
13175,3.75,0.275,4.0,279.0,5
13176,3.75,0.275,4.0,297.0,2
13177,3.75,0.275,4.0,315.0,2
13178,3.75,0.275,4.0,333.0,0
13179,3.75,0.275,4.0,351.0,0
13180,3.75,0.275,7.5,9.0,0
13181,3.75,0.275,7.5,27.0,0
13182,3.75,0.275,7.5,45.0,0
13183,3.75,0.275,7.5,63.0,0
13184,3.75,0.275,7.5,81.0,2
13185,3.75,0.275,7.5,99.0,0
13186,3.75,0.275,7.5,117.0,0
13187,3.75,0.275,7.5,135.0,0
13188,3.75,0.275,7.5,153.0,0
13189,3.75,0.275,7.5,171.0,0
13190,3.75,0.275,7.5,189.0,0
13191,3.75,0.275,7.5,207.0,0
13192,3.75,0.275,7.5,225.0,1
13193,3.75,0.275,7.5,243.0,0
13194,3.75,0.275,7.5,261.0,1
13195,3.75,0.275,7.5,279.0,0
13196,3.75,0.275,7.5,297.0,0
13197,3.75,0.275,7.5,315.0,0
13198,3.75,0.275,7.5,333.0,0
13199,3.75,0.275,7.5,351.0,0
13200,3.75,0.33999999999999997,0.045,9.0,0
13201,3.75,0.33999999999999997,0.045,27.0,0
13202,3.75,0.33999999999999997,0.045,45.0,0
13203,3.75,0.33999999999999997,0.045,63.0,0
13204,3.75,0.33999999999999997,0.045,81.0,0
13205,3.75,0.33999999999999997,0.045,99.0,0
13206,3.75,0.33999999999999997,0.045,117.0,0
13207,3.75,0.33999999999999997,0.045,135.0,0
13208,3.75,0.33999999999999997,0.045,153.0,0
13209,3.75,0.33999999999999997,0.045,171.0,0
13210,3.75,0.33999999999999997,0.045,189.0,0
13211,3.75,0.33999999999999997,0.045,207.0,0
13212,3.75,0.33999999999999997,0.045,225.0,0
13213,3.75,0.33999999999999997,0.045,243.0,0
13214,3.75,0.33999999999999997,0.045,261.0,0
13215,3.75,0.33999999999999997,0.045,279.0,0
13216,3.75,0.33999999999999997,0.045,297.0,0
13217,3.75,0.33999999999999997,0.045,315.0,0
13218,3.75,0.33999999999999997,0.045,333.0,0
13219,3.75,0.33999999999999997,0.045,351.0,0
13220,3.75,0.33999999999999997,0.12,9.0,0
13221,3.75,0.33999999999999997,0.12,27.0,0
13222,3.75,0.33999999999999997,0.12,45.0,2
13223,3.75,0.33999999999999997,0.12,63.0,0
13224,3.75,0.33999999999999997,0.12,81.0,0
13225,3.75,0.33999999999999997,0.12,99.0,0
13226,3.75,0.33999999999999997,0.12,117.0,0
13227,3.75,0.33999999999999997,0.12,135.0,0
13228,3.75,0.33999999999999997,0.12,153.0,0
13229,3.75,0.33999999999999997,0.12,171.0,0
13230,3.75,0.33999999999999997,0.12,189.0,0
13231,3.75,0.33999999999999997,0.12,207.0,0
13232,3.75,0.33999999999999997,0.12,225.0,0
13233,3.75,0.33999999999999997,0.12,243.0,0
13234,3.75,0.33999999999999997,0.12,261.0,0
13235,3.75,0.33999999999999997,0.12,279.0,1
13236,3.75,0.33999999999999997,0.12,297.0,1
13237,3.75,0.33999999999999997,0.12,315.0,0
13238,3.75,0.33999999999999997,0.12,333.0,0
13239,3.75,0.33999999999999997,0.12,351.0,0
13240,3.75,0.33999999999999997,0.175,9.0,5
13241,3.75,0.33999999999999997,0.175,27.0,8
13242,3.75,0.33999999999999997,0.175,45.0,13
13243,3.75,0.33999999999999997,0.175,63.0,7
13244,3.75,0.33999999999999997,0.175,81.0,2
13245,3.75,0.33999999999999997,0.175,99.0,4
13246,3.75,0.33999999999999997,0.175,117.0,0
13247,3.75,0.33999999999999997,0.175,135.0,0
13248,3.75,0.33999999999999997,0.175,153.0,0
13249,3.75,0.33999999999999997,0.175,171.0,0
13250,3.75,0.33999999999999997,0.175,189.0,0
13251,3.75,0.33999999999999997,0.175,207.0,1
13252,3.75,0.33999999999999997,0.175,225.0,5
13253,3.75,0.33999999999999997,0.175,243.0,3
13254,3.75,0.33999999999999997,0.175,261.0,5
